customer_id,signup_date,age,gender,country,segment,is_churned,lifetime_value,email_opt_in,has_app
C04642,2022-02-17,41,Prefer not to say,US,Regular,1,553.39,0,1
C04643,2022-02-05,35,F,DE,Budget Shopper,0,520.87,1,1
C04644,2022-12-22,40,M,BR,Budget Shopper,0,404.04,0,0
C04645,2024-03-17,24,Prefer not to say,US,Occasional Visitor,1,911.56,0,0
C04646,2021-05-01,58,F,UK,VIP,0,4154.69,1,1
C04647,2022-04-12,18,M,JP,Budget Shopper,0,534.65,0,1
C04648,2021-08-28,41,Non-binary,US,Regular,0,1497.75,1,0
C04649,2021-11-16,39,F,IN,Regular,0,1284.6,1,0
C04650,2022-01-17,42,F,JP,Premium,0,1609.0,1,0
C04651,2022-07-26,26,F,AU,Premium,0,2453.38,1,0
C04652,2023-08-17,49,Prefer not to say,US,Budget Shopper,0,620.44,1,1
C04653,2022-10-22,33,M,DE,Budget Shopper,0,310.05,1,0
C04654,2023-08-19,20,M,US,Regular,0,1563.99,1,0
C04655,2022-01-25,21,M,US,VIP,0,5176.15,1,1
C04656,2021-03-30,36,Prefer not to say,US,VIP,0,5720.56,0,0
C04657,2022-03-27,18,M,US,Budget Shopper,1,457.02,1,0
C04658,2022-10-24,56,M,MX,Regular,0,1112.74,1,0
C04659,2022-01-28,47,M,DE,Budget Shopper,0,388.19,1,1
C04660,2022-09-01,56,M,US,Premium,0,3328.25,1,1
C04661,2020-08-24,55,F,CA,VIP,0,7241.32,1,1
C04662,2021-03-11,30,M,CA,Regular,0,1690.33,0,1
C04663,2022-09-19,24,F,US,Budget Shopper,1,279.28,0,1
C04664,2021-04-02,18,F,US,Regular,0,1190.62,0,0
C04665,2021-09-02,30,F,CA,Regular,0,1218.83,0,1
C04666,2021-04-25,56,F,IN,Premium,0,1976.67,0,1
C04667,2021-01-06,25,M,US,Regular,0,1202.52,1,1
C04668,2020-10-12,32,F,IN,VIP,0,3204.24,0,1
C04669,2022-11-27,28,F,CA,Budget Shopper,0,683.95,1,1
C04670,2022-04-24,39,M,UK,Budget Shopper,0,308.35,1,1
C04671,2024-02-18,50,M,US,Regular,0,1168.87,1,1
C04672,2021-04-30,18,F,CA,Budget Shopper,0,598.65,0,0
C04673,2023-07-08,18,F,US,Budget Shopper,0,425.06,1,1
C04674,2022-01-25,52,F,US,Premium,0,3223.56,0,0
C04675,2023-04-03,43,M,IN,Budget Shopper,0,271.88,1,1
C04676,2023-05-08,31,M,UK,Budget Shopper,0,496.17,1,0
C04677,2021-03-08,55,Prefer not to say,US,Budget Shopper,1,289.17,1,1
C04678,2023-10-08,18,M,US,Budget Shopper,0,403.34,1,0
C04679,2021-02-26,46,Prefer not to say,US,VIP,1,4382.72,1,1
C04680,2022-04-10,34,F,JP,VIP,0,4306.44,1,1
C04681,2022-01-11,42,F,US,Budget Shopper,0,658.86,0,1
C04682,2021-05-20,18,M,UK,Premium,0,1696.56,1,1
C04683,2022-06-12,31,F,FR,Premium,0,1467.43,1,1
C04684,2024-11-23,43,Non-binary,US,Occasional Visitor,0,713.79,1,1
C04685,2024-01-26,34,F,UK,Regular,0,1131.17,1,0
C04686,2023-07-16,50,F,DE,Budget Shopper,1,562.9,1,1
C04687,2022-11-19,49,F,BR,Regular,0,1417.3,0,1
C04688,2021-11-04,23,M,DE,VIP,0,2312.48,1,0
C04689,2023-05-17,44,Prefer not to say,US,Premium,0,3413.18,1,1
C04690,2021-09-21,23,M,US,Regular,1,874.93,0,1
C04691,2024-05-02,35,F,US,Budget Shopper,0,465.19,1,1
C04692,2022-04-08,42,M,US,Premium,0,2413.9,0,0
C04693,2022-02-25,24,F,JP,VIP,0,2287.03,1,0
C04694,2023-01-26,44,F,US,Regular,0,981.08,1,1
C04695,2022-11-02,28,F,US,Premium,0,2995.23,1,0
C04696,2023-05-22,28,M,UK,Regular,0,1273.64,1,1
C04697,2023-09-24,43,M,US,Regular,0,962.38,1,1
C04698,2023-07-19,24,M,UK,Regular,0,1158.59,1,0
C04699,2023-03-13,24,Prefer not to say,US,Premium,0,2676.92,1,0
C04700,2024-11-24,47,M,IN,Occasional Visitor,1,748.24,1,1
C04701,2024-04-25,36,Prefer not to say,US,Regular,0,1235.43,1,1
C04702,2021-02-24,18,M,CA,Regular,0,879.88,1,0
C04703,2023-03-16,45,F,CA,Regular,0,840.03,1,1
C04704,2024-04-07,30,F,US,Budget Shopper,0,462.88,0,1
C04705,2024-05-17,18,F,US,Budget Shopper,0,198.21,1,0
C04706,2022-12-02,18,F,UK,Budget Shopper,0,586.66,0,0
C04707,2024-03-08,45,F,AU,Regular,0,1122.87,1,0
C04708,2024-01-29,24,F,UK,Budget Shopper,0,472.23,1,0
C04709,2021-01-04,20,M,UK,Regular,0,1319.05,1,0
C04710,2023-02-03,42,Non-binary,CA,Premium,0,2632.27,1,1
C04711,2023-03-25,44,F,UK,Budget Shopper,0,632.98,1,1
C04712,2023-01-03,25,M,FR,Regular,0,1534.46,1,0
C04713,2020-08-15,45,M,US,VIP,0,5413.2,1,0
C04714,2024-03-18,59,F,UK,Regular,1,902.07,0,0
C04715,2022-01-12,51,F,BR,Budget Shopper,1,590.61,1,0
C04716,2022-06-18,49,F,CA,Regular,1,902.98,1,1
C04717,2024-05-22,38,M,UK,Regular,1,890.38,1,1
C04718,2022-09-09,29,F,AU,Regular,0,1019.52,1,1
C04719,2021-05-26,34,M,US,Budget Shopper,1,644.77,1,0
C04720,2024-06-04,40,M,UK,Regular,0,1306.3,1,0
C04721,2021-10-28,19,F,US,Regular,0,1343.61,0,1
C04722,2023-09-11,25,M,US,Budget Shopper,1,515.36,1,1
C04723,2021-02-07,18,M,US,Regular,1,1256.59,1,1
C04724,2024-02-19,37,M,FR,Budget Shopper,1,575.11,1,0
C04725,2023-04-11,35,M,UK,Regular,0,910.72,1,0
C04726,2020-10-13,27,M,JP,Premium,0,2752.97,1,0
C04727,2024-02-09,44,M,US,Budget Shopper,0,499.51,1,0
C04728,2022-01-16,22,F,US,Regular,1,988.63,1,1
C04729,2024-06-27,26,Non-binary,DE,Regular,0,1001.83,0,1
C04730,2023-02-04,44,M,US,Regular,0,948.08,1,1
C04731,2021-07-26,46,F,UK,VIP,0,4648.84,1,0
C04732,2021-03-16,25,F,US,Regular,0,1097.77,1,0
C04733,2021-11-28,37,M,US,Budget Shopper,1,583.13,0,1
C04734,2020-03-15,25,M,UK,VIP,0,6886.61,1,0
C04735,2022-12-24,32,M,CA,Premium,0,2741.1,1,0
C04736,2020-05-07,36,F,US,Premium,0,2470.29,1,0
C04737,2021-05-25,41,F,US,Budget Shopper,0,249.98,1,0
C04738,2021-06-08,38,M,US,Budget Shopper,0,802.37,1,0
C04739,2024-05-28,38,M,US,Regular,0,905.31,1,0
C04740,2024-05-23,22,M,JP,Budget Shopper,0,415.55,1,1
C04741,2023-07-02,39,F,DE,Budget Shopper,0,658.02,1,1
C04742,2020-04-04,41,M,US,Premium,0,1739.27,1,0
C04743,2022-10-06,43,F,US,Budget Shopper,1,546.47,1,0
C04744,2024-04-25,26,F,US,Budget Shopper,0,442.14,1,1
C04745,2021-05-04,45,F,US,Budget Shopper,0,468.41,0,1
C04746,2023-10-10,19,M,JP,Regular,0,1113.67,0,1
C04747,2021-01-24,29,F,US,Regular,0,771.75,1,0
C04748,2022-10-22,31,F,IN,VIP,0,4845.64,0,1
C04749,2022-11-26,19,F,IN,Budget Shopper,1,628.24,1,1
C04750,2024-02-07,31,F,FR,Budget Shopper,0,490.67,1,0
C04751,2022-06-13,37,M,UK,Regular,0,2062.11,1,1
C04752,2023-09-30,18,M,US,Regular,0,1125.19,1,1
C04753,2023-12-12,30,F,IN,Regular,0,770.94,0,0
C04754,2021-02-18,18,F,IN,VIP,0,4348.07,1,1
C04755,2023-03-31,59,F,CA,Regular,0,568.01,1,0
C04756,2022-08-12,37,F,US,Regular,0,1396.34,1,1
C04757,2024-02-06,36,F,US,Occasional Visitor,0,1121.09,0,0
C04758,2023-10-18,37,F,US,Budget Shopper,1,605.37,1,0
C04759,2020-10-15,42,M,US,VIP,0,3949.84,1,1
C04760,2021-06-02,46,M,UK,Regular,0,860.08,1,0
C04761,2022-09-06,18,Non-binary,IN,Regular,0,1302.57,1,1
C04762,2020-07-26,50,F,DE,VIP,0,4348.82,0,1
C04763,2022-03-11,49,Prefer not to say,CA,Regular,0,863.32,1,1
C04764,2023-05-02,34,F,FR,Regular,0,832.57,1,0
C04765,2022-09-01,33,Prefer not to say,DE,Budget Shopper,1,733.63,1,0
C04766,2022-02-11,18,M,UK,Premium,0,2121.52,1,1
C04767,2022-11-05,20,F,AU,Regular,0,1328.71,0,0
C04768,2023-10-31,41,F,US,Budget Shopper,0,568.7,1,1
C04769,2023-01-21,49,M,BR,Premium,0,1890.8,1,1
C04770,2022-07-28,43,M,US,Regular,0,1111.15,0,1
C04771,2022-07-05,34,M,DE,Regular,0,824.68,1,1
C04772,2021-12-22,58,M,UK,Budget Shopper,0,680.99,0,1
C04773,2022-07-21,47,Non-binary,UK,Regular,0,849.53,1,1
C04774,2023-12-04,30,Prefer not to say,UK,Budget Shopper,0,545.66,0,1
C04775,2022-10-03,61,F,US,Budget Shopper,1,438.23,1,1
C04776,2023-06-01,21,Prefer not to say,FR,Regular,0,845.65,1,1
C04777,2022-06-18,18,F,US,Budget Shopper,0,634.66,1,1
C04778,2023-06-21,29,Non-binary,UK,Budget Shopper,1,434.85,1,1
C04779,2022-06-28,25,M,IN,Premium,0,1302.23,0,1
C04780,2022-11-05,30,M,CA,Regular,0,1216.69,1,1
C04781,2024-11-23,44,F,IN,Occasional Visitor,0,658.5,1,0
C04782,2023-01-22,34,F,US,VIP,0,5197.0,1,1
C04783,2021-07-22,34,F,US,Regular,0,1335.43,1,0
C04784,2023-10-10,35,F,US,Occasional Visitor,1,871.33,1,0
C04785,2023-05-03,18,M,BR,VIP,0,6111.01,1,0
C04786,2022-05-28,18,M,AU,Regular,0,743.01,1,1
C04787,2021-01-31,30,F,IN,Premium,0,3119.08,0,1
C04788,2023-10-13,24,F,CA,Budget Shopper,0,462.82,0,1
C04789,2022-02-07,32,M,US,Premium,0,1544.01,1,1
C04790,2021-06-19,51,F,US,Regular,0,424.99,1,1
C04791,2021-04-28,34,M,CA,Budget Shopper,0,461.45,1,0
C04792,2023-10-29,19,F,US,Budget Shopper,0,401.72,1,1
C04793,2024-08-16,25,F,DE,Occasional Visitor,0,645.86,0,1
C04794,2022-03-26,55,F,IN,Regular,0,1191.95,1,1
C04795,2024-01-06,53,Non-binary,US,Budget Shopper,0,715.03,0,0
C04796,2021-06-10,42,F,DE,Budget Shopper,0,387.29,0,0
C04797,2024-01-14,18,Prefer not to say,UK,Regular,0,1125.31,0,0
C04798,2020-04-10,38,F,US,Premium,0,2059.33,1,0
C04799,2022-03-22,39,F,US,Premium,0,1807.83,1,1
C04800,2023-12-12,35,F,CA,Regular,0,820.62,1,1
C04801,2023-03-02,28,F,FR,Budget Shopper,0,705.29,1,1
C04802,2023-09-21,30,F,UK,Budget Shopper,1,501.66,1,1
C04803,2022-03-15,27,F,US,Regular,0,1047.73,0,1
C04804,2021-01-02,21,M,US,Premium,0,1988.82,1,1
C04805,2020-12-05,51,M,FR,Premium,0,2440.34,1,0
C04806,2021-05-29,45,M,US,Regular,0,924.54,1,1
C04807,2021-12-20,31,F,DE,Regular,0,1630.76,0,1
C04808,2021-11-12,39,M,US,Regular,0,1169.25,0,1
C04809,2023-08-24,39,F,FR,Regular,0,1138.35,1,0
C04810,2021-09-29,63,M,US,Regular,0,1132.12,0,1
C04811,2020-07-30,45,M,US,Premium,0,3184.68,1,1
C04812,2023-07-25,45,F,UK,Regular,0,1093.93,0,1
C04813,2021-11-17,35,F,FR,VIP,0,4404.42,1,0
C04814,2023-06-20,29,M,JP,Regular,1,1144.29,0,1
C04815,2021-10-03,51,Non-binary,MX,Budget Shopper,0,598.92,0,0
C04816,2023-09-30,42,M,UK,Budget Shopper,0,647.87,1,0
C04817,2021-02-11,25,F,CA,Regular,0,1159.13,0,0
C04818,2023-01-24,40,M,CA,Regular,0,1163.08,1,1
C04819,2023-02-01,45,M,CA,Regular,1,1373.0,1,1
C04820,2021-04-20,18,M,US,Premium,1,759.51,1,1
C04821,2023-05-30,23,M,DE,Budget Shopper,1,511.03,0,0
C04822,2021-04-29,39,F,JP,Premium,0,2049.34,0,1
C04823,2022-04-13,18,F,US,Premium,0,2434.83,1,1
C04824,2021-10-13,18,M,US,Regular,0,1197.82,0,0
C04825,2023-08-23,31,Non-binary,US,Regular,0,1442.38,1,1
C04826,2024-05-17,40,F,UK,Budget Shopper,0,326.94,1,0
C04827,2022-04-05,41,M,UK,Regular,0,902.2,0,1
C04828,2021-08-26,53,M,US,Premium,1,1866.33,1,1
C04829,2021-08-30,35,M,UK,VIP,0,4241.43,1,1
C04830,2024-01-03,30,F,AU,Regular,1,723.19,1,0
C04831,2024-05-13,19,F,US,Budget Shopper,0,767.18,0,0
C04832,2022-04-04,30,M,FR,Premium,0,2922.44,1,1
C04833,2022-11-15,43,M,AU,Premium,0,1934.77,1,1
C04834,2021-04-18,44,M,CA,Regular,1,1104.26,1,0
C04835,2022-08-26,38,M,US,Premium,0,2139.15,1,1
C04836,2023-10-31,41,F,JP,Budget Shopper,1,519.52,1,0
C04837,2023-07-02,50,Prefer not to say,US,Budget Shopper,1,404.03,1,1
C04838,2023-01-16,35,M,US,Budget Shopper,1,309.62,0,1
C04839,2024-02-22,51,M,US,Budget Shopper,1,428.47,0,0
C04840,2022-04-13,26,M,BR,VIP,0,6726.65,0,1
C04841,2023-12-16,34,M,US,Regular,0,691.63,0,0
C04842,2021-08-18,29,F,UK,Budget Shopper,0,637.14,0,1
C04843,2023-04-30,44,Prefer not to say,DE,Regular,0,1253.99,0,1
C04844,2022-07-13,22,F,CA,Regular,0,990.1,0,1
C04845,2024-01-13,31,M,DE,Regular,0,1306.27,1,0
C04846,2024-01-29,18,F,US,Budget Shopper,0,526.08,1,1
C04847,2022-12-12,42,F,DE,Premium,0,1117.53,1,1
C04848,2021-10-02,49,M,US,Budget Shopper,0,449.43,1,1
C04849,2021-09-20,45,Non-binary,US,Premium,0,2174.86,1,1
C04850,2021-01-01,44,F,US,Budget Shopper,0,680.62,0,0
C04851,2023-06-04,45,F,UK,Premium,0,2159.51,0,1
C04852,2020-11-24,43,F,US,Premium,0,2273.48,1,1
C04853,2023-03-08,42,M,CA,Budget Shopper,0,354.85,1,1
C04854,2022-09-15,43,F,US,Budget Shopper,0,492.09,1,0
C04855,2023-02-28,27,F,UK,VIP,0,3513.89,1,0
C04856,2023-11-14,32,Prefer not to say,US,Regular,0,1398.66,1,1
C04857,2023-09-19,35,M,UK,Regular,0,984.35,1,1
C04858,2023-04-01,30,M,AU,Budget Shopper,0,351.09,1,0
C04859,2021-06-02,18,F,US,Budget Shopper,0,653.19,1,1
C04860,2024-03-18,20,F,FR,Regular,0,740.84,1,0
C04861,2020-03-20,37,M,UK,VIP,0,5319.19,0,0
C04862,2022-08-05,45,F,US,Budget Shopper,0,314.09,0,0
C04863,2021-04-29,35,F,US,Premium,0,2575.81,0,0
C04864,2021-05-13,68,F,US,Premium,0,3040.53,1,1
C04865,2024-05-31,23,M,FR,Budget Shopper,0,418.97,1,1
C04866,2021-10-23,40,F,US,Budget Shopper,1,352.53,1,1
C04867,2023-01-11,50,F,MX,Budget Shopper,0,356.42,1,0
C04868,2021-10-06,47,F,DE,Regular,0,1084.77,1,1
C04869,2024-03-09,42,F,UK,Regular,0,1630.2,1,1
C04870,2023-07-29,47,F,MX,Regular,0,1393.69,1,1
C04871,2022-06-14,35,M,US,Budget Shopper,0,646.31,1,0
C04872,2020-07-13,54,M,AU,Premium,0,1758.05,1,1
C04873,2021-11-06,50,M,US,Regular,0,1401.65,1,0
C04874,2022-06-03,24,F,CA,Regular,0,1371.44,1,1
C04875,2024-02-05,38,F,US,Regular,0,1183.88,1,0
C04876,2021-06-02,18,Prefer not to say,IN,Budget Shopper,0,421.06,0,1
C04877,2022-01-06,53,F,US,Premium,0,2983.31,1,1
C04878,2022-03-20,37,F,CA,Regular,0,913.59,0,0
C04879,2021-03-01,51,F,BR,Regular,1,1280.74,1,1
C04880,2023-03-02,33,M,US,Budget Shopper,0,452.41,1,1
C04881,2023-06-18,18,F,JP,Regular,0,828.98,0,1
C04882,2024-05-09,66,M,CA,Regular,0,988.55,1,1
C04883,2022-10-09,36,F,AU,Regular,0,1641.17,1,0
C04884,2021-02-19,22,Non-binary,UK,VIP,0,3542.64,0,1
C04885,2022-12-26,48,F,AU,Premium,0,2994.91,0,1
C04886,2021-11-12,59,M,BR,Budget Shopper,0,605.03,0,1
C04887,2022-05-20,32,F,US,Premium,0,2289.37,0,1
C04888,2024-04-18,33,Prefer not to say,FR,Regular,0,948.17,1,0
C04889,2023-06-03,37,M,MX,Occasional Visitor,1,550.33,1,0
C04890,2024-03-26,21,Prefer not to say,FR,Budget Shopper,0,661.08,1,1
C04891,2021-09-20,26,Prefer not to say,JP,Budget Shopper,0,351.29,1,0
C04892,2022-09-07,56,F,FR,Regular,0,333.2,0,1
C04893,2021-11-26,33,M,US,Budget Shopper,0,538.49,1,1
C04894,2020-07-03,24,M,IN,Premium,0,1589.54,1,1
C04895,2023-06-16,29,M,DE,Regular,0,1069.82,1,1
C04896,2022-09-08,47,M,US,Budget Shopper,0,332.02,1,1
C04897,2022-10-12,18,F,US,Regular,0,940.14,0,0
C04898,2021-09-09,38,Non-binary,US,VIP,0,5086.76,1,1
C04899,2022-08-11,64,M,FR,Premium,0,2562.92,0,1
C04900,2024-05-17,59,F,AU,Regular,0,1468.16,1,1
C04901,2022-10-17,41,F,IN,Budget Shopper,0,500.17,1,0
C04902,2021-07-18,50,M,US,Budget Shopper,0,513.4,1,0
C04903,2021-02-21,50,F,US,VIP,0,4700.23,1,0
C04904,2021-09-24,33,Non-binary,US,Premium,0,2954.37,1,0
C04905,2021-05-13,46,M,DE,Regular,0,788.97,0,1
C04906,2020-10-19,56,M,IN,VIP,0,4453.04,0,1
C04907,2021-09-16,19,F,IN,Budget Shopper,0,499.84,1,1
C04908,2023-05-26,41,M,US,Premium,0,1856.3,1,0
C04909,2022-05-27,39,Non-binary,AU,Budget Shopper,0,674.47,1,1
C04910,2024-01-27,36,Non-binary,DE,Budget Shopper,1,539.81,0,1
C04911,2022-12-05,35,M,BR,Regular,0,762.94,0,1
C04912,2022-10-08,37,F,AU,Regular,0,1212.29,1,0
C04913,2023-04-12,38,F,CA,VIP,0,6637.62,1,1
C04914,2023-06-02,48,F,AU,Regular,0,902.09,1,0
C04915,2020-11-01,40,F,US,Premium,0,3216.97,1,1
C04916,2020-12-25,32,Prefer not to say,AU,Premium,1,2554.14,1,0
C04917,2022-04-29,24,M,AU,Premium,0,2521.01,0,0
C04918,2020-01-03,29,F,IN,VIP,0,6497.99,1,1
C04919,2021-07-14,38,M,US,Regular,0,1156.02,1,1
C04920,2021-04-05,26,M,IN,Regular,0,1207.33,0,1
C04921,2023-06-30,46,F,US,Budget Shopper,0,511.54,1,1
C04922,2022-07-18,40,F,AU,Budget Shopper,0,280.78,1,0
C04923,2020-01-15,48,F,BR,VIP,0,5514.4,0,0
C04924,2023-08-05,27,M,US,Regular,0,1169.34,0,0
C04925,2023-04-17,25,F,DE,Regular,0,995.49,1,0
C04926,2023-07-06,48,M,DE,Budget Shopper,0,181.31,1,0
C04927,2021-07-28,36,F,AU,Regular,0,1271.07,1,1
C04928,2023-01-21,32,M,US,Premium,0,1883.79,1,0
C04929,2022-12-15,43,F,BR,Budget Shopper,1,359.16,1,1
C04930,2020-10-06,42,F,MX,Premium,0,1666.88,1,1
C04931,2022-04-25,19,M,DE,Regular,1,561.27,1,0
C04932,2020-03-07,51,F,UK,Premium,1,2677.03,1,0
C04933,2022-08-25,30,M,DE,Budget Shopper,0,794.5,1,0
C04934,2023-05-14,55,F,US,Regular,0,940.53,1,0
C04935,2022-01-30,18,F,FR,Budget Shopper,1,602.63,1,1
C04936,2022-11-18,38,F,US,Regular,0,1074.26,0,1
C04937,2023-05-01,32,M,US,Premium,0,2565.44,1,1
C04938,2021-10-27,18,M,US,Regular,0,1081.68,1,0
C04939,2022-01-06,42,M,FR,Budget Shopper,0,597.79,1,0
C04940,2020-06-02,18,M,CA,VIP,0,3489.8,0,1
C04941,2022-11-23,31,F,DE,Budget Shopper,1,512.44,0,0
C04942,2021-09-18,48,M,US,Regular,0,1412.07,1,0
C04943,2024-10-07,28,M,US,Occasional Visitor,0,940.23,0,1
C04944,2022-01-07,24,M,UK,Regular,0,1189.74,1,0
C04945,2022-04-27,44,F,CA,Premium,0,2458.51,1,0
C04946,2021-08-30,32,F,US,Regular,0,1000.76,1,1
C04947,2021-02-15,30,M,DE,Premium,0,2188.36,0,1
C04948,2020-08-06,50,Prefer not to say,US,Premium,0,1468.02,0,1
C04949,2021-12-05,20,M,BR,Premium,0,2701.91,1,0
C04950,2021-02-05,29,F,UK,Budget Shopper,0,670.6,1,0
C04951,2020-04-15,45,M,US,Premium,0,2576.42,1,0
C04952,2022-10-02,20,F,US,Budget Shopper,1,502.08,1,0
C04953,2024-04-11,56,M,US,Occasional Visitor,1,919.82,0,1
C04954,2022-02-25,32,Prefer not to say,US,Budget Shopper,1,235.19,0,0
C04955,2022-07-05,45,F,AU,Budget Shopper,0,436.6,1,0
C04956,2021-06-15,45,F,FR,VIP,0,4907.69,1,1
C04957,2023-08-26,33,F,US,Budget Shopper,0,286.65,0,0
C04958,2022-07-24,29,M,IN,Regular,0,1144.13,1,1
C04959,2022-12-17,34,M,US,Premium,0,1289.55,1,0
C04960,2021-10-04,43,Non-binary,AU,Budget Shopper,0,586.39,0,0
C04961,2021-09-12,23,F,US,Budget Shopper,1,528.23,1,0
C04962,2022-05-31,20,M,US,Regular,0,1047.51,1,1
C04963,2021-04-15,52,M,FR,Budget Shopper,0,595.18,1,1
C04964,2023-05-07,26,M,US,Budget Shopper,0,518.38,1,0
C04965,2022-05-14,39,F,US,Budget Shopper,1,559.42,1,1
C04966,2022-04-13,32,F,AU,Regular,0,1177.98,1,1
C04967,2022-11-13,33,F,DE,Regular,0,863.5,1,0
C04968,2021-04-15,52,M,BR,Budget Shopper,0,696.03,0,1
C04969,2022-04-26,33,Non-binary,DE,Regular,0,1442.58,0,0
C04970,2023-03-14,30,M,US,Regular,0,1217.89,0,1
C04971,2023-01-03,31,M,DE,Budget Shopper,0,518.8,1,0
C04972,2022-10-08,28,Non-binary,IN,Regular,0,1306.34,1,0
C04973,2021-08-21,26,F,US,VIP,0,6575.19,1,1
C04974,2024-04-10,29,F,US,Regular,0,1623.62,1,1
C04975,2024-04-02,54,F,DE,Regular,0,951.09,1,1
C04976,2022-06-07,43,M,AU,Regular,0,1387.6,1,1
C04977,2024-03-25,30,M,US,Budget Shopper,1,489.1,1,1
C04978,2020-04-15,46,M,FR,Premium,1,1434.5,0,1
C04979,2021-02-11,18,M,US,VIP,0,6047.58,0,1
C04980,2021-01-20,51,F,UK,VIP,0,6834.18,1,1
C04981,2023-02-13,50,F,FR,Budget Shopper,0,621.63,1,1
C04982,2022-08-27,61,M,US,Regular,0,1053.5,0,1
C04983,2021-11-23,47,F,US,Budget Shopper,1,548.44,0,1
C04984,2022-10-09,40,M,DE,Regular,1,1292.18,1,0
C04985,2021-12-10,50,M,US,Regular,0,1257.56,0,1
C04986,2022-09-27,27,M,IN,Regular,0,1438.27,1,0
C04987,2022-03-10,30,F,JP,Budget Shopper,1,617.87,1,0
C04988,2023-02-07,34,F,DE,VIP,0,4276.46,1,1
C04989,2023-08-11,51,Prefer not to say,AU,Budget Shopper,0,503.31,1,0
C04990,2021-08-12,24,F,BR,Budget Shopper,0,436.9,1,0
C04991,2023-04-14,23,F,FR,VIP,0,5201.54,0,1
C04992,2022-04-20,37,F,AU,Premium,0,1278.69,0,0
C04993,2022-03-24,43,F,US,Regular,1,1630.27,1,1
C04994,2022-11-08,26,Non-binary,IN,Regular,0,885.59,1,0
C04995,2021-09-07,43,F,US,Budget Shopper,0,435.86,1,0
C04996,2021-03-01,51,M,US,Budget Shopper,0,510.34,1,1
C04997,2022-06-21,49,M,CA,Regular,0,721.13,1,1
C04998,2023-09-26,39,F,US,Regular,0,1007.77,1,1
C04999,2022-03-25,33,M,US,Regular,0,1146.37,0,1
C05000,2022-05-06,55,F,CA,Budget Shopper,1,706.08,1,1
C05001,2023-06-17,35,Prefer not to say,US,Premium,0,2485.25,1,0
C05002,2023-06-13,46,M,BR,Premium,0,2156.61,1,1
C05003,2022-08-15,58,M,JP,Budget Shopper,1,359.3,1,1
C05004,2021-02-26,45,M,FR,Budget Shopper,0,767.29,0,0
C05005,2023-05-17,23,F,US,Regular,0,1121.09,1,0
C05006,2022-06-30,20,F,CA,Premium,0,2449.45,0,0
C05007,2023-03-11,31,M,US,Premium,1,1577.11,1,0
C05008,2023-04-24,43,F,DE,Premium,0,2714.84,0,1
C05009,2023-03-14,40,F,US,Regular,0,938.28,1,0
C05010,2021-05-17,61,M,UK,Budget Shopper,0,683.96,1,0
C05011,2021-11-15,40,M,US,Regular,1,1227.71,1,0
C05012,2023-02-15,31,M,MX,Budget Shopper,0,515.63,1,1
C05013,2021-07-10,21,F,US,Premium,0,1606.32,0,0
C05014,2022-05-28,49,M,UK,Budget Shopper,1,487.73,1,1
C05015,2023-06-25,34,M,US,Budget Shopper,0,473.27,1,1
C05016,2022-06-23,18,M,CA,Regular,1,1133.82,1,0
C05017,2021-07-17,35,F,BR,Regular,1,558.24,0,0
C05018,2024-06-03,23,F,US,Regular,0,849.87,1,1
C05019,2022-03-22,29,M,US,Regular,0,963.63,0,0
C05020,2020-12-21,35,F,US,VIP,0,5625.26,0,1
C05021,2020-03-29,24,F,CA,Premium,0,1241.76,1,0
C05022,2021-08-21,29,F,CA,VIP,0,6727.15,0,0
C05023,2024-06-12,26,F,IN,Regular,0,1441.54,1,0
C05024,2021-07-23,26,F,IN,Regular,0,826.54,1,0
C05025,2021-11-09,22,M,US,Regular,0,1778.98,0,0
C05026,2021-08-16,29,M,BR,Regular,0,1165.55,1,0
C05027,2021-05-01,24,F,IN,Regular,0,1070.04,0,0
C05028,2023-02-10,42,M,DE,Regular,0,1263.37,1,0
C05029,2022-01-16,37,M,US,Budget Shopper,0,552.26,0,0
C05030,2023-08-17,49,F,FR,Budget Shopper,0,514.65,1,0
C05031,2021-05-26,57,Non-binary,DE,VIP,0,3644.34,1,1
C05032,2023-03-24,43,M,US,Budget Shopper,0,445.35,0,0
C05033,2021-04-25,40,F,US,Regular,0,1198.26,1,1
C05034,2022-02-25,43,M,CA,Regular,0,1329.38,1,1
C05035,2022-06-13,40,F,CA,Budget Shopper,1,679.95,1,1
C05036,2020-03-17,35,F,US,VIP,0,4428.49,1,1
C05037,2022-06-20,34,F,BR,Budget Shopper,0,509.9,1,0
C05038,2021-08-23,22,Non-binary,US,VIP,0,4174.61,1,0
C05039,2021-05-30,45,Prefer not to say,US,Premium,0,3056.31,1,1
C05040,2022-10-06,34,Non-binary,US,Budget Shopper,0,461.08,1,1
C05041,2023-10-15,52,F,DE,Budget Shopper,1,426.51,1,1
C05042,2023-09-11,45,F,US,Regular,0,1117.04,1,1
C05043,2021-01-18,27,M,FR,Regular,0,639.92,1,1
C05044,2023-03-29,49,M,UK,Budget Shopper,1,567.63,1,0
C05045,2024-11-05,18,F,US,Occasional Visitor,0,738.04,1,0
C05046,2024-01-17,58,M,US,Budget Shopper,0,845.95,1,1
C05047,2021-02-16,18,Non-binary,UK,Premium,0,2029.08,1,1
C05048,2023-09-27,40,M,UK,Budget Shopper,0,466.58,1,1
C05049,2024-09-06,40,M,US,Occasional Visitor,1,1003.45,0,0
