transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,discount_applied,status,payment_method,shipping_cost
T034284,C06461,P0517,2024-01-25 17:38:46,1,22.21,22.21,0,pending,debit_card,5.47
T005450,C08587,P0139,2024-01-25 17:47:08,2,27.83,55.66,0,completed,debit_card,0.0
T018276,C01958,P0374,2024-01-25 17:58:40,1,12.66,12.66,0,pending,apple_pay,4.22
T102833,C03390,P0414,2024-01-25 17:59:09,1,6.55,6.55,30,completed,google_pay,6.17
T091495,C05829,P0180,2024-01-25 18:32:22,1,46.35,46.35,0,completed,credit_card,7.29
T008944,C00517,P0728,2024-01-25 18:51:47,1,29.01,29.01,0,completed,apple_pay,8.25
T057426,C05443,P0368,2024-01-25 18:54:18,1,49.33,49.33,25,refunded,paypal,5.1
T034865,C07039,P0062,2024-01-25 18:59:16,1,21.98,21.98,0,cancelled,credit_card,9.25
T046349,C06219,P0079,2024-01-25 19:03:49,2,48.06,96.12,0,completed,credit_card,0.0
T093868,C00439,P0106,2024-01-25 19:10:34,1,31.96,31.96,20,pending,debit_card,4.65
T085311,C03563,P0434,2024-01-25 19:19:28,1,115.22,115.22,5,completed,credit_card,0.0
T095380,C03479,P0637,2024-01-25 19:22:01,1,23.33,23.33,0,cancelled,paypal,8.64
T059872,C03899,P0440,2024-01-25 19:22:54,2,14.71,29.43,30,cancelled,google_pay,7.19
T017619,C00398,P0140,2024-01-25 19:26:50,1,15.96,15.96,0,completed,debit_card,5.23
T102395,C01595,P0990,2024-01-25 19:44:52,1,53.0,53.0,0,cancelled,paypal,0.0
T085810,C03808,P0594,2024-01-25 19:50:52,1,21.46,21.46,50,pending,debit_card,7.78
T104820,C07431,P0217,2024-01-25 20:05:45,1,68.63,68.63,0,completed,credit_card,0.0
T027585,C06482,P0173,2024-01-25 20:23:15,1,10.52,10.52,0,refunded,credit_card,8.43
T102091,C05635,P0011,2024-01-25 20:24:45,1,21.01,21.01,0,cancelled,paypal,8.24
T007473,C03550,P0169,2024-01-25 20:26:14,1,28.02,28.02,20,cancelled,paypal,7.85
T045218,C02766,P0026,2024-01-25 20:45:49,1,17.85,17.85,25,pending,credit_card,8.65
T045335,C03922,P0588,2024-01-25 20:46:51,1,30.36,30.36,0,refunded,credit_card,8.73
T076077,C04378,P0941,2024-01-25 21:12:03,1,68.83,68.83,5,refunded,debit_card,0.0
T033212,C09893,P0630,2024-01-25 21:17:27,1,6.85,6.85,0,cancelled,paypal,9.3
T074602,C05993,P0642,2024-01-25 21:22:30,1,83.25,83.25,0,completed,credit_card,0.0
T113155,C01505,P0107,2024-01-25 21:34:30,1,57.5,57.5,0,pending,debit_card,0.0
T076883,C05287,P0825,2024-01-25 21:35:17,1,68.94,68.94,0,completed,debit_card,0.0
T075961,C04914,P0825,2024-01-25 21:47:48,1,68.94,68.94,0,cancelled,debit_card,0.0
T023318,C03800,P0885,2024-01-25 21:49:32,1,33.59,33.59,0,completed,credit_card,6.27
T009298,C01081,P0333,2024-01-25 21:54:56,1,43.44,43.44,0,pending,credit_card,4.54
T024585,C08867,P0812,2024-01-25 22:09:24,1,21.18,21.18,0,completed,debit_card,8.5
T112554,C06917,P0661,2024-01-25 22:23:13,1,42.72,42.72,0,completed,credit_card,8.52
T114603,C02192,P0738,2024-01-25 22:46:48,1,7.99,7.99,15,cancelled,credit_card,4.68
T007774,C08129,P0570,2024-01-25 23:09:04,1,75.19,75.19,0,completed,apple_pay,0.0
T074563,C08572,P0584,2024-01-25 23:10:27,1,7.67,7.67,25,completed,credit_card,5.31
T065791,C06687,P0079,2024-01-25 23:11:08,1,48.06,48.06,0,pending,credit_card,9.13
T085214,C05728,P0892,2024-01-25 23:13:12,1,3.71,3.71,0,completed,bank_transfer,7.75
T067338,C03247,P0817,2024-01-25 23:15:55,1,36.88,36.88,0,completed,paypal,9.53
T112712,C01251,P0378,2024-01-25 23:20:38,1,173.18,173.18,0,completed,credit_card,0.0
T073779,C03261,P0666,2024-01-25 23:34:21,1,28.24,28.24,0,cancelled,apple_pay,6.71
T088036,C03450,P0275,2024-01-25 23:47:57,1,107.96,107.96,0,completed,bank_transfer,0.0
T005513,C08731,P0119,2024-01-25 23:50:40,2,21.18,42.36,0,refunded,credit_card,6.66
T014507,C04803,P0283,2024-01-25 23:59:30,1,31.72,31.72,10,completed,apple_pay,4.65
T106335,C04459,P0733,2024-01-26 00:07:05,1,107.92,107.92,0,completed,credit_card,0.0
T110906,C00419,P0427,2024-01-26 00:12:58,1,6.58,6.58,50,refunded,debit_card,4.48
T083498,C08156,P0213,2024-01-26 00:15:35,1,76.22,76.22,0,completed,paypal,0.0
T086976,C04029,P0894,2024-01-26 00:17:11,1,39.62,39.62,5,completed,credit_card,6.24
T114699,C07309,P0534,2024-01-26 00:40:23,1,10.83,10.83,10,completed,google_pay,6.5
T119427,C03487,P0671,2024-01-26 01:08:07,1,25.15,25.15,0,completed,credit_card,5.53
T070532,C05645,P0615,2024-01-26 01:08:24,1,10.92,10.92,50,pending,debit_card,4.63
T043403,C06446,P0368,2024-01-26 01:18:29,1,49.33,49.33,25,completed,apple_pay,7.16
T056881,C08191,P0611,2024-01-26 01:29:05,1,9.77,9.77,0,completed,apple_pay,7.79
T024046,C09836,P0215,2024-01-26 01:33:15,2,91.39,182.78,0,refunded,debit_card,0.0
T093674,C03916,P0033,2024-01-26 01:34:35,1,40.46,40.46,0,completed,credit_card,6.29
T003158,C02974,P0329,2024-01-26 01:40:38,2,23.5,47.0,0,cancelled,apple_pay,8.86
T015775,C09368,P0730,2024-01-26 01:41:23,1,29.33,29.33,0,completed,credit_card,5.27
T025047,C00640,P0935,2024-01-26 01:50:44,1,14.43,14.43,25,completed,credit_card,9.58
T059963,C01580,P0667,2024-01-26 01:53:50,1,27.73,27.73,25,cancelled,paypal,5.68
T043425,C02054,P0233,2024-01-26 01:55:00,1,23.76,23.76,0,pending,apple_pay,9.72
T036179,C06009,P0684,2024-01-26 01:59:42,1,46.84,46.84,0,cancelled,credit_card,8.59
T096571,C07314,P0628,2024-01-26 02:00:37,1,12.5,12.5,0,refunded,apple_pay,4.61
T014895,C04442,P0774,2024-01-26 02:05:02,3,35.47,106.41,0,completed,debit_card,0.0
T030024,C04556,P0892,2024-01-26 02:13:27,1,3.71,3.71,0,completed,debit_card,5.32
T082390,C04777,P0226,2024-01-26 02:18:00,1,47.27,47.27,0,pending,paypal,4.67
T066003,C00711,P0722,2024-01-26 02:22:27,3,503.13,1509.39,0,completed,credit_card,0.0
T008721,C04099,P0384,2024-01-26 02:32:12,1,16.5,16.5,0,completed,paypal,7.83
T081576,C04182,P0077,2024-01-26 02:47:32,1,38.84,38.84,0,completed,apple_pay,4.09
T015874,C05775,P0555,2024-01-26 02:49:50,1,40.18,40.18,5,completed,credit_card,6.0
T069952,C06075,P0565,2024-01-26 02:52:47,1,143.41,143.41,0,completed,debit_card,0.0
T009013,C04147,P0846,2024-01-26 03:02:11,1,80.52,80.52,15,cancelled,apple_pay,0.0
T096076,C00307,P0927,2024-01-26 03:07:51,1,27.17,27.17,50,completed,apple_pay,8.2
T022024,C03986,P0686,2024-01-26 03:16:51,1,19.5,19.5,0,completed,paypal,6.64
T007189,C09902,P0191,2024-01-26 03:22:17,1,4.6,4.6,50,completed,debit_card,9.32
T089589,C04615,P0573,2024-01-26 03:24:46,2,168.25,336.5,0,completed,debit_card,0.0
T107339,C06930,P0010,2024-01-26 03:37:40,1,57.47,57.47,0,completed,debit_card,0.0
T033771,C09979,P0370,2024-01-26 03:39:30,1,58.76,58.76,0,completed,google_pay,0.0
T111518,C09725,P0076,2024-01-26 03:52:56,1,20.02,20.02,0,refunded,credit_card,5.27
T073122,C09789,P0734,2024-01-26 04:15:55,1,312.37,312.37,0,completed,credit_card,0.0
T014027,C05253,P0472,2024-01-26 04:18:32,1,19.03,19.03,0,refunded,credit_card,8.49
T089757,C06488,P0840,2024-01-26 04:42:40,3,48.9,146.69,5,cancelled,credit_card,0.0
T072748,C04228,P0991,2024-01-26 04:54:09,1,33.23,33.23,0,completed,debit_card,6.02
T039167,C04931,P0718,2024-01-26 04:58:08,1,36.95,36.95,0,completed,credit_card,8.97
T040817,C01852,P0368,2024-01-26 05:19:32,1,49.33,49.33,25,completed,google_pay,8.01
T081071,C07895,P0547,2024-01-26 05:55:25,2,60.14,120.28,0,completed,debit_card,0.0
T054911,C07752,P0967,2024-01-26 05:56:33,3,68.26,204.78,0,pending,credit_card,0.0
T015235,C06935,P0886,2024-01-26 06:05:27,1,23.65,23.65,0,completed,credit_card,4.29
T075512,C08744,P0819,2024-01-26 06:12:51,1,43.98,43.98,20,completed,credit_card,8.61
T012697,C08741,P0294,2024-01-26 06:38:45,3,29.24,87.72,0,completed,credit_card,0.0
T087442,C05761,P0135,2024-01-26 06:40:51,1,147.99,147.99,20,completed,debit_card,0.0
T053000,C02319,P0501,2024-01-26 06:44:47,1,5.7,5.7,15,completed,apple_pay,9.74
T095121,C05569,P0415,2024-01-26 06:54:06,1,9.22,9.22,0,completed,apple_pay,8.91
T021160,C00086,P0076,2024-01-26 07:00:11,1,20.02,20.02,0,completed,credit_card,9.79
T052023,C03562,P0084,2024-01-26 07:01:09,1,10.27,10.27,20,refunded,paypal,6.02
T115096,C06612,P0011,2024-01-26 07:11:18,2,21.01,42.02,0,completed,debit_card,7.22
T104135,C00621,P0701,2024-01-26 07:23:23,2,128.89,257.78,0,completed,credit_card,0.0
T108452,C01304,P0385,2024-01-26 07:26:04,1,24.62,24.62,50,completed,google_pay,4.71
T005693,C05428,P0420,2024-01-26 08:09:12,1,22.53,22.53,0,completed,bank_transfer,5.79
T099318,C06442,P0512,2024-01-26 08:15:25,1,15.76,15.76,0,completed,google_pay,7.83
T112723,C04945,P0359,2024-01-26 08:15:33,1,13.52,13.52,0,cancelled,apple_pay,8.61
T031329,C00863,P0028,2024-01-26 08:20:48,1,12.38,12.38,0,completed,bank_transfer,8.25
T110759,C07046,P0951,2024-01-26 08:30:32,1,19.73,19.73,25,completed,credit_card,7.58
T079643,C04036,P0914,2024-01-26 08:31:08,1,32.04,32.04,0,completed,debit_card,9.54
T102728,C06814,P0113,2024-01-26 08:31:23,1,17.76,17.76,0,completed,credit_card,6.46
T086393,C07848,P0970,2024-01-26 08:38:16,1,48.71,48.71,0,completed,google_pay,7.41
T020507,C09577,P0691,2024-01-26 08:40:46,1,23.3,23.3,0,completed,paypal,9.55
T115806,C09899,P0835,2024-01-26 08:57:40,1,39.89,39.89,0,pending,credit_card,7.71
T080025,C05338,P0228,2024-01-26 09:02:59,2,81.0,161.99,5,pending,credit_card,0.0
T087918,C00431,P0383,2024-01-26 09:06:29,1,30.26,30.26,0,completed,google_pay,8.7
T003094,C05193,P0397,2024-01-26 09:11:47,1,4.2,4.2,0,completed,apple_pay,6.85
T100675,C02945,P0979,2024-01-26 09:14:40,3,18.91,56.73,0,refunded,apple_pay,0.0
T098411,C02376,P0894,2024-01-26 09:18:35,2,39.62,79.25,5,cancelled,debit_card,0.0
T100981,C00263,P0937,2024-01-26 09:19:22,1,8.58,8.58,0,completed,debit_card,6.79
T020103,C03726,P0420,2024-01-26 09:20:19,2,22.53,45.06,0,completed,paypal,6.28
T039805,C03913,P0148,2024-01-26 09:30:10,1,88.88,88.88,0,cancelled,apple_pay,0.0
T078630,C07006,P0700,2024-01-26 09:37:41,1,56.02,56.02,0,pending,google_pay,0.0
T003433,C00066,P0557,2024-01-26 09:42:11,1,19.71,19.71,0,completed,paypal,8.33
T075481,C03137,P0443,2024-01-26 09:49:27,1,46.86,46.86,0,completed,paypal,6.2
T008346,C07967,P0110,2024-01-26 09:51:41,1,17.85,17.85,0,completed,paypal,8.03
T101947,C03333,P0756,2024-01-26 09:59:47,1,55.83,55.83,0,completed,debit_card,0.0
T007443,C09510,P0433,2024-01-26 10:13:31,1,23.54,23.54,0,completed,debit_card,6.64
T012344,C01019,P0386,2024-01-26 10:30:18,1,75.01,75.01,0,refunded,credit_card,0.0
T102467,C01360,P0574,2024-01-26 10:32:43,1,19.59,19.59,0,refunded,credit_card,4.5
T091761,C03248,P0037,2024-01-26 10:33:48,1,7.3,7.3,50,completed,credit_card,5.51
T040752,C05436,P0464,2024-01-26 10:46:13,1,17.94,17.94,20,refunded,credit_card,4.47
T004139,C04923,P0333,2024-01-26 10:48:11,3,43.44,130.32,0,refunded,credit_card,0.0
T006186,C02272,P0294,2024-01-26 11:02:46,1,29.24,29.24,0,refunded,bank_transfer,6.56
T012577,C05038,P0432,2024-01-26 11:04:04,3,40.71,122.13,0,cancelled,credit_card,0.0
T013967,C03919,P0229,2024-01-26 11:07:30,1,14.12,14.12,20,completed,credit_card,4.83
T105016,C02601,P0348,2024-01-26 11:09:53,4,144.85,579.4,0,completed,debit_card,0.0
T044072,C07652,P0171,2024-01-26 11:52:19,1,129.62,129.62,0,cancelled,credit_card,0.0
T101827,C02131,P0703,2024-01-26 11:54:08,1,6.15,6.15,0,cancelled,debit_card,5.3
T114023,C08031,P0600,2024-01-26 11:55:22,1,17.42,17.42,10,completed,credit_card,7.37
T021356,C05321,P0059,2024-01-26 12:03:59,2,23.83,47.66,40,refunded,debit_card,7.79
T068118,C08213,P0116,2024-01-26 12:13:18,1,84.45,84.45,0,completed,apple_pay,0.0
T098827,C07831,P0486,2024-01-26 12:14:26,1,16.65,16.65,0,completed,paypal,9.56
T067442,C08682,P0324,2024-01-26 12:18:20,1,51.1,51.1,30,refunded,paypal,0.0
T103356,C05962,P0128,2024-01-26 12:21:18,2,89.44,178.88,0,completed,debit_card,0.0
T028098,C09320,P0190,2024-01-26 12:32:29,1,58.5,58.5,0,completed,credit_card,0.0
T058688,C02103,P0135,2024-01-26 12:35:08,1,147.99,147.99,20,completed,paypal,0.0
T023062,C07581,P0236,2024-01-26 12:36:02,4,32.6,130.4,0,refunded,debit_card,0.0
T019512,C06623,P0968,2024-01-26 12:42:05,1,26.8,26.8,30,completed,google_pay,4.63
T062463,C09559,P0193,2024-01-26 12:52:21,1,20.08,20.08,0,refunded,credit_card,7.99
T044871,C08470,P0126,2024-01-26 13:06:03,1,41.36,41.36,25,refunded,debit_card,5.97
T079994,C04909,P0163,2024-01-26 13:13:30,1,40.44,40.44,0,completed,paypal,8.22
T002185,C01808,P0058,2024-01-26 13:42:31,1,17.8,17.8,0,completed,apple_pay,7.52
T032440,C04237,P0557,2024-01-26 13:46:37,1,19.71,19.71,0,completed,apple_pay,4.08
T019596,C05346,P0312,2024-01-26 13:58:13,2,30.0,60.0,0,cancelled,credit_card,0.0
T101831,C01145,P0946,2024-01-26 14:11:27,1,37.38,37.38,30,cancelled,credit_card,4.91
T092226,C07114,P0934,2024-01-26 14:14:48,1,26.16,26.16,0,completed,credit_card,4.27
T052088,C01404,P0695,2024-01-26 14:18:07,1,101.58,101.58,0,pending,paypal,0.0
T008659,C08331,P0199,2024-01-26 14:24:10,1,96.71,96.71,0,cancelled,credit_card,0.0
T060160,C09392,P0550,2024-01-26 14:26:56,1,44.18,44.18,0,pending,google_pay,5.78
T108777,C09882,P0379,2024-01-26 14:29:30,1,9.36,9.36,0,pending,debit_card,7.78
T110382,C08193,P0525,2024-01-26 14:50:08,1,122.97,122.97,0,completed,apple_pay,0.0
T073538,C07258,P0804,2024-01-26 14:53:37,1,10.01,10.01,0,completed,paypal,8.57
T001892,C01031,P0416,2024-01-26 14:58:18,1,456.5,456.5,0,cancelled,apple_pay,0.0
T051914,C05435,P0184,2024-01-26 15:20:39,1,271.38,271.38,10,cancelled,apple_pay,0.0
T067734,C05840,P0976,2024-01-26 15:29:53,1,38.14,38.14,0,completed,google_pay,8.02
T000019,C07508,P0508,2024-01-26 16:09:32,2,62.24,124.48,0,completed,credit_card,0.0
T035841,C03261,P0939,2024-01-26 16:20:07,1,22.29,22.29,20,completed,paypal,7.6
T096460,C07063,P0164,2024-01-26 16:24:27,1,25.76,25.76,0,refunded,credit_card,7.62
T107201,C07147,P0323,2024-01-26 16:28:53,1,29.45,29.45,5,completed,paypal,5.97
T111732,C03853,P0014,2024-01-26 16:35:08,1,117.43,117.43,0,completed,credit_card,0.0
T005689,C03566,P0085,2024-01-26 16:56:50,2,9.44,18.88,0,completed,apple_pay,8.74
T061745,C00634,P0654,2024-01-26 17:06:05,1,24.07,24.07,0,completed,credit_card,4.45
T029116,C06569,P0127,2024-01-26 17:06:52,1,7.7,7.7,10,completed,paypal,6.08
T062655,C09768,P0942,2024-01-26 17:09:07,1,55.09,55.09,0,completed,paypal,0.0
T080726,C08112,P0875,2024-01-26 17:19:14,1,11.6,11.6,0,completed,debit_card,9.67
T100982,C00369,P0937,2024-01-26 17:22:18,1,8.58,8.58,0,completed,credit_card,8.69
T024679,C05826,P0895,2024-01-26 17:28:17,1,68.31,68.31,5,cancelled,paypal,0.0
T000829,C03511,P0373,2024-01-26 17:32:01,1,10.46,10.46,40,completed,paypal,5.65
T024444,C07117,P0912,2024-01-26 17:48:44,1,30.55,30.55,0,completed,credit_card,5.82
T003982,C08879,P0558,2024-01-26 17:50:32,1,26.88,26.88,50,completed,credit_card,9.32
T037610,C09577,P0284,2024-01-26 17:58:22,1,34.33,34.33,20,completed,debit_card,8.62
T083402,C07877,P0574,2024-01-26 18:11:05,2,19.59,39.18,0,completed,debit_card,7.65
T043219,C08056,P0209,2024-01-26 18:11:08,1,27.23,27.23,0,refunded,debit_card,6.05
T008988,C01448,P0658,2024-01-26 18:18:52,1,85.97,85.97,0,cancelled,paypal,0.0
T047792,C08817,P0822,2024-01-26 18:26:35,1,117.45,117.45,0,completed,debit_card,0.0
T113049,C02971,P0252,2024-01-26 18:29:14,3,23.9,71.71,30,completed,credit_card,0.0
T012662,C02525,P0519,2024-01-26 18:30:24,1,9.06,9.06,0,completed,google_pay,8.79
T035169,C09906,P0064,2024-01-26 18:30:58,1,16.16,16.16,30,completed,debit_card,7.47
T008998,C00721,P0386,2024-01-26 18:34:31,1,75.01,75.01,0,pending,paypal,0.0
T062572,C09489,P0156,2024-01-26 18:45:28,1,193.36,193.36,0,completed,paypal,0.0
T072361,C07534,P0277,2024-01-26 18:45:55,1,11.8,11.8,15,pending,apple_pay,6.06
T084119,C00938,P0832,2024-01-26 19:01:13,2,39.46,78.92,0,refunded,credit_card,0.0
T104553,C07641,P0645,2024-01-26 19:06:18,1,13.1,13.1,20,cancelled,google_pay,7.21
T106780,C02422,P0103,2024-01-26 19:07:23,1,20.23,20.23,0,pending,debit_card,8.49
T035445,C00068,P0879,2024-01-26 19:20:06,1,21.68,21.68,0,completed,credit_card,6.52
T068413,C06118,P0415,2024-01-26 19:22:10,1,9.22,9.22,0,cancelled,debit_card,5.58
T054429,C09501,P0951,2024-01-26 19:23:12,1,19.73,19.73,25,completed,debit_card,9.36
T054443,C00060,P0035,2024-01-26 19:43:49,2,45.2,90.39,25,completed,debit_card,0.0
T116824,C05014,P0423,2024-01-26 20:03:21,1,14.93,14.93,0,completed,google_pay,8.12
T022208,C01005,P0124,2024-01-26 20:03:51,1,11.06,11.06,0,completed,credit_card,5.65
T028917,C00505,P0897,2024-01-26 20:06:17,1,9.77,9.77,0,pending,paypal,8.6
T097124,C08607,P0477,2024-01-26 20:20:19,1,56.84,56.84,25,cancelled,credit_card,0.0
T009696,C09747,P0771,2024-01-26 20:27:28,1,26.47,26.47,0,completed,credit_card,4.55
T011777,C06169,P0809,2024-01-26 20:33:38,1,198.87,198.87,0,refunded,bank_transfer,0.0
T093045,C07135,P0189,2024-01-26 20:59:17,1,16.26,16.26,10,cancelled,debit_card,7.52
T068918,C06982,P0398,2024-01-26 21:04:54,1,41.59,41.59,0,completed,credit_card,6.63
T038710,C06466,P0623,2024-01-26 21:21:41,2,29.59,59.18,0,refunded,paypal,0.0
T110678,C08340,P0175,2024-01-26 21:23:20,3,36.23,108.7,25,cancelled,credit_card,0.0
T039219,C03551,P0319,2024-01-26 21:28:52,1,230.34,230.34,0,refunded,debit_card,0.0
T000805,C09077,P0500,2024-01-26 21:29:18,1,72.6,72.6,0,completed,bank_transfer,0.0
T000762,C04162,P0838,2024-01-26 21:35:18,1,180.95,180.95,0,completed,debit_card,0.0
T048941,C06260,P0663,2024-01-26 21:43:22,1,12.7,12.7,0,completed,paypal,4.21
T055735,C08059,P0286,2024-01-26 21:48:00,1,27.33,27.33,30,completed,paypal,8.63
T048188,C03982,P0581,2024-01-26 21:53:20,1,72.03,72.03,0,completed,credit_card,0.0
T039616,C01377,P0268,2024-01-26 22:08:27,1,85.43,85.43,0,completed,credit_card,0.0
T065787,C05144,P0453,2024-01-26 22:24:09,6,57.64,345.84,0,pending,credit_card,0.0
T104439,C04556,P0423,2024-01-26 22:32:48,2,14.93,29.86,0,cancelled,google_pay,6.06
T046279,C04830,P0746,2024-01-26 22:39:09,1,35.46,35.46,0,refunded,google_pay,5.13
T057362,C02249,P0094,2024-01-26 22:53:13,1,112.77,112.77,0,refunded,debit_card,0.0
T104653,C08792,P0124,2024-01-26 22:53:26,1,11.06,11.06,0,completed,debit_card,6.34
T036016,C08245,P0781,2024-01-26 23:05:57,1,40.1,40.1,25,completed,debit_card,5.63
T026903,C00591,P0549,2024-01-26 23:07:22,1,317.92,317.92,10,cancelled,debit_card,0.0
T117966,C01159,P0478,2024-01-26 23:09:30,1,34.51,34.51,30,refunded,credit_card,8.61
T089025,C06239,P0128,2024-01-26 23:11:14,1,89.44,89.44,0,completed,paypal,0.0
T002946,C05924,P0889,2024-01-26 23:20:51,1,31.53,31.53,50,pending,credit_card,9.25
T003151,C07617,P0297,2024-01-26 23:22:04,1,68.92,68.92,0,completed,google_pay,0.0
T060773,C06812,P0663,2024-01-26 23:26:38,1,12.7,12.7,0,completed,credit_card,6.18
T118881,C04470,P0392,2024-01-26 23:49:23,1,22.62,22.62,0,refunded,paypal,9.11
T052963,C03556,P0075,2024-01-26 23:51:20,1,8.0,8.0,30,completed,credit_card,6.45
T116874,C03862,P0466,2024-01-26 23:58:59,1,48.14,48.14,0,pending,credit_card,4.25
T006641,C03665,P0940,2024-01-27 00:02:38,1,70.61,70.61,15,completed,apple_pay,0.0
T100460,C05850,P0132,2024-01-27 00:26:22,1,55.74,55.74,0,completed,paypal,0.0
T077831,C05972,P0129,2024-01-27 00:28:16,1,153.69,153.69,0,completed,apple_pay,0.0
T034591,C05367,P0416,2024-01-27 00:28:40,1,456.5,456.5,0,refunded,paypal,0.0
T087977,C04035,P0528,2024-01-27 00:42:27,1,18.87,18.87,0,completed,credit_card,4.68
T052206,C04415,P0799,2024-01-27 00:42:48,3,146.47,439.41,0,completed,apple_pay,0.0
T041589,C04742,P0736,2024-01-27 00:43:09,1,19.87,19.87,0,completed,credit_card,5.78
T000706,C05472,P0793,2024-01-27 00:45:01,1,28.89,28.89,5,refunded,paypal,4.95
T118398,C09626,P0752,2024-01-27 00:50:07,1,28.37,28.37,0,completed,google_pay,6.96
T097591,C01838,P0411,2024-01-27 00:57:34,1,24.03,24.03,0,completed,apple_pay,9.67
T032358,C08605,P0338,2024-01-27 00:57:44,1,8.66,8.66,0,refunded,paypal,5.23
T070492,C03048,P0347,2024-01-27 01:03:52,1,121.39,121.39,0,cancelled,credit_card,0.0
T036271,C04754,P0074,2024-01-27 01:04:52,1,21.0,21.0,0,cancelled,paypal,5.83
T034163,C09347,P0847,2024-01-27 01:07:00,1,58.45,58.45,40,completed,google_pay,0.0
T017049,C03633,P0362,2024-01-27 01:12:29,1,34.1,34.1,40,completed,debit_card,4.31
T082943,C06243,P0585,2024-01-27 01:13:06,1,275.42,275.42,0,refunded,debit_card,0.0
T068826,C09421,P0559,2024-01-27 01:19:43,2,27.54,55.08,0,completed,credit_card,0.0
T076252,C08602,P0200,2024-01-27 01:20:30,1,151.06,151.06,5,completed,paypal,0.0
T096831,C01875,P0025,2024-01-27 01:21:16,1,46.47,46.47,0,pending,credit_card,9.32
T000731,C00401,P0781,2024-01-27 01:28:30,1,40.1,40.1,25,refunded,credit_card,4.48
T109053,C05226,P0312,2024-01-27 01:29:11,1,30.0,30.0,0,completed,google_pay,6.11
T103385,C02271,P0972,2024-01-27 01:32:01,1,54.58,54.58,0,completed,debit_card,0.0
T099443,C00380,P0326,2024-01-27 01:36:58,1,81.4,81.4,0,completed,credit_card,0.0
T018085,C03220,P0043,2024-01-27 01:56:05,1,21.4,21.4,0,completed,bank_transfer,8.12
T118592,C01585,P0084,2024-01-27 01:58:54,1,10.27,10.27,20,completed,paypal,4.75
T080870,C07632,P0597,2024-01-27 02:01:35,1,75.32,75.32,0,completed,credit_card,0.0
T090622,C06899,P0759,2024-01-27 02:02:51,1,44.66,44.66,10,cancelled,credit_card,8.74
T068094,C00600,P0486,2024-01-27 02:07:03,1,16.65,16.65,0,completed,paypal,5.32
T014586,C04179,P0196,2024-01-27 02:12:37,1,41.38,41.38,0,pending,credit_card,6.9
T064714,C09727,P0326,2024-01-27 02:19:12,1,81.4,81.4,0,completed,paypal,0.0
T046696,C05542,P0015,2024-01-27 02:21:06,1,23.98,23.98,0,completed,paypal,7.83
T005415,C05019,P0312,2024-01-27 02:23:56,3,30.0,90.0,0,completed,paypal,0.0
T102862,C02877,P0120,2024-01-27 02:32:43,1,50.36,50.36,30,completed,paypal,0.0
T065348,C08102,P0141,2024-01-27 02:40:20,2,27.14,54.28,0,completed,paypal,0.0
T060656,C07130,P0779,2024-01-27 03:36:34,1,19.82,19.82,20,completed,apple_pay,4.25
T046212,C09692,P0239,2024-01-27 03:38:54,1,57.82,57.82,0,completed,google_pay,0.0
T038508,C06508,P0950,2024-01-27 03:45:56,3,24.14,72.43,40,completed,credit_card,0.0
T047934,C05292,P0039,2024-01-27 03:59:29,2,38.89,77.78,0,refunded,credit_card,0.0
T083741,C09432,P0199,2024-01-27 04:09:02,1,96.71,96.71,0,pending,google_pay,0.0
T068869,C01926,P0180,2024-01-27 04:11:42,2,46.35,92.7,0,refunded,credit_card,0.0
T097486,C05475,P0754,2024-01-27 04:14:28,1,199.82,199.82,0,pending,credit_card,0.0
T081394,C07070,P0104,2024-01-27 04:16:53,1,174.2,174.2,0,cancelled,google_pay,0.0
T032557,C01868,P0058,2024-01-27 04:47:49,1,17.8,17.8,0,completed,credit_card,4.15
T082518,C04364,P0925,2024-01-27 05:10:38,1,22.43,22.43,0,completed,google_pay,8.47
T116653,C02217,P0127,2024-01-27 05:23:20,1,7.7,7.7,10,refunded,paypal,9.83
T085109,C03716,P0241,2024-01-27 05:29:27,1,16.92,16.92,0,completed,apple_pay,4.55
T000515,C00853,P0453,2024-01-27 05:57:59,1,57.64,57.64,0,completed,paypal,0.0
T050643,C00795,P0824,2024-01-27 06:15:27,1,86.07,86.07,0,refunded,credit_card,0.0
T078509,C05795,P0940,2024-01-27 06:17:16,1,70.61,70.61,15,completed,credit_card,0.0
T021051,C01672,P0937,2024-01-27 06:17:55,1,8.58,8.58,0,refunded,paypal,7.47
T062960,C01205,P0541,2024-01-27 06:22:26,1,11.1,11.1,30,refunded,paypal,7.87
T024857,C05293,P0564,2024-01-27 06:27:57,1,47.95,47.95,0,cancelled,credit_card,4.66
T056336,C04737,P0236,2024-01-27 06:28:36,1,32.6,32.6,0,refunded,debit_card,8.09
T019077,C09678,P0572,2024-01-27 06:37:35,1,7.55,7.55,30,refunded,credit_card,4.72
T032169,C09080,P0087,2024-01-27 06:42:13,1,67.02,67.02,0,cancelled,credit_card,0.0
T082391,C07280,P0487,2024-01-27 06:46:38,1,82.06,82.06,0,pending,paypal,0.0
T094252,C02728,P0393,2024-01-27 06:55:13,1,24.26,24.26,0,pending,bank_transfer,8.81
T022210,C04498,P0640,2024-01-27 07:01:56,1,73.38,73.38,0,completed,credit_card,0.0
T102590,C05707,P0772,2024-01-27 07:06:50,1,48.35,48.35,0,pending,apple_pay,4.93
