session_id,customer_id,session_date,device,channel,duration_seconds,pages_viewed,converted,bounced,cart_additions
S003311,C06441,2024-03-26 21:30:14,mobile,direct,353,5,0,0,1
S042540,C06405,2024-03-26 21:58:09,desktop,referral,166,2,0,0,0
S067023,C08136,2024-03-26 22:20:19,mobile,social,10,1,0,1,2
S070683,C02861,2024-03-26 22:21:51,desktop,email,874,13,0,0,2
S001938,C08628,2024-03-26 22:25:03,desktop,paid_search,114,1,0,0,1
S045651,C02829,2024-03-26 22:34:59,mobile,paid_search,33,1,0,0,0
S015560,C02422,2024-03-26 22:46:59,mobile,direct,98,1,0,0,1
S013928,C02754,2024-03-26 23:30:39,mobile,organic,488,14,0,0,0
S046736,C04442,2024-03-26 23:32:06,mobile,social,67,1,1,0,2
S016113,C03789,2024-03-26 23:32:46,desktop,paid_search,32,1,0,0,2
S010927,C08970,2024-03-26 23:35:52,tablet,direct,568,6,0,0,0
S004959,C07292,2024-03-26 23:43:34,mobile,email,612,11,0,0,1
S075904,C09262,2024-03-26 23:44:56,mobile,email,469,8,0,0,0
S032079,C04870,2024-03-26 23:56:37,desktop,direct,680,18,0,0,1
S003164,C04646,2024-03-27 00:04:13,desktop,email,840,22,0,0,0
S079235,C07972,2024-03-27 00:07:11,desktop,paid_search,765,13,0,0,0
S033125,C03723,2024-03-27 00:18:27,desktop,direct,253,5,0,0,0
S037114,C08342,2024-03-27 00:19:50,mobile,direct,220,3,0,0,2
S011495,C05916,2024-03-27 00:32:37,desktop,social,129,3,1,0,4
S036065,C03385,2024-03-27 00:45:13,tablet,organic,574,10,1,0,3
S059154,C03218,2024-03-27 00:51:20,mobile,organic,168,2,0,0,0
S065979,C09877,2024-03-27 01:12:07,mobile,social,10,1,0,1,1
S016026,C09645,2024-03-27 01:12:46,mobile,direct,367,4,0,0,0
S048171,C06976,2024-03-27 01:39:47,tablet,social,81,1,0,0,0
S013515,C09291,2024-03-27 02:18:42,tablet,referral,73,2,1,0,1
S040031,C02959,2024-03-27 02:21:38,desktop,organic,212,5,0,0,0
S025206,C04581,2024-03-27 02:49:53,mobile,direct,227,5,0,0,1
S024483,C07150,2024-03-27 03:01:36,desktop,email,292,6,0,0,0
S060743,C06617,2024-03-27 03:13:22,desktop,organic,1844,44,0,0,0
S001491,C03317,2024-03-27 03:18:30,desktop,paid_search,220,2,0,0,2
S056651,C06226,2024-03-27 03:20:18,mobile,organic,152,3,0,0,0
S007106,C05031,2024-03-27 03:24:48,desktop,referral,294,4,0,0,0
S024163,C03985,2024-03-27 03:27:48,desktop,paid_search,231,4,0,0,0
S078686,C00268,2024-03-27 03:36:56,mobile,organic,27,1,0,1,1
S040039,C01146,2024-03-27 04:12:20,desktop,direct,978,18,0,0,1
S035720,C07604,2024-03-27 04:23:29,mobile,organic,26,1,0,1,2
S023661,C02175,2024-03-27 04:24:00,desktop,email,48,1,0,0,0
S043832,C01745,2024-03-27 04:52:52,desktop,paid_search,297,9,0,0,0
S036641,C04948,2024-03-27 04:58:14,mobile,paid_search,483,7,0,0,0
S017215,C08219,2024-03-27 05:02:39,mobile,email,900,12,0,0,1
S034684,C04113,2024-03-27 05:31:59,mobile,direct,354,11,0,0,0
S010946,C06945,2024-03-27 05:52:43,desktop,email,844,12,0,0,1
S040483,C01209,2024-03-27 06:12:57,mobile,organic,217,3,0,0,2
S035780,C02471,2024-03-27 06:24:13,mobile,paid_search,231,6,0,0,0
S049237,C00608,2024-03-27 06:28:06,desktop,organic,305,4,0,0,0
S036450,C07914,2024-03-27 07:22:53,desktop,organic,413,10,0,0,0
S036638,C09552,2024-03-27 07:30:24,mobile,paid_search,581,13,0,0,0
S039750,C08243,2024-03-27 08:14:00,tablet,organic,271,3,0,0,1
S051438,C04580,2024-03-27 08:30:13,mobile,paid_search,30,1,0,0,1
S025152,C09263,2024-03-27 08:32:06,desktop,social,1818,36,0,0,0
S008664,C01849,2024-03-27 08:59:28,tablet,direct,637,7,0,0,0
S039454,C06782,2024-03-27 09:02:35,desktop,organic,198,3,0,0,2
S058741,C03482,2024-03-27 09:12:09,mobile,direct,313,5,0,0,0
S039170,C08678,2024-03-27 09:42:24,mobile,direct,26,1,0,1,1
S072257,C00520,2024-03-27 09:49:16,desktop,paid_search,276,3,0,0,0
S000114,C01987,2024-03-27 09:54:38,desktop,organic,1842,34,0,0,2
S035441,C02206,2024-03-27 10:01:07,mobile,social,74,1,0,0,2
S057988,C04491,2024-03-27 10:13:18,desktop,direct,52,1,0,0,0
S031888,C09610,2024-03-27 10:45:12,mobile,social,366,9,0,0,1
S003822,C08432,2024-03-27 11:25:26,desktop,direct,341,7,0,0,0
S072377,C07084,2024-03-27 11:26:55,mobile,email,117,2,0,0,0
S048778,C08489,2024-03-27 12:09:24,mobile,email,64,1,0,0,0
S028272,C00713,2024-03-27 12:14:25,mobile,direct,1892,21,0,0,0
S072472,C09937,2024-03-27 12:20:58,desktop,paid_search,367,6,0,0,0
S070667,C06246,2024-03-27 12:24:53,desktop,social,1316,23,1,0,1
S023329,C04587,2024-03-27 12:30:03,mobile,email,557,7,0,0,0
S072629,C06754,2024-03-27 12:33:28,mobile,paid_search,12,1,0,1,0
S009468,C03549,2024-03-27 12:34:43,mobile,paid_search,1261,20,0,0,0
S021159,C00730,2024-03-27 12:46:16,mobile,direct,209,4,0,0,0
S010024,C03875,2024-03-27 12:49:40,desktop,social,622,9,0,0,1
S028111,C09039,2024-03-27 12:51:48,mobile,social,106,2,0,0,0
S002235,C02070,2024-03-27 12:55:05,mobile,paid_search,225,7,1,0,1
S010074,C09592,2024-03-27 13:49:37,mobile,referral,335,4,0,0,0
S018169,C04096,2024-03-27 13:52:26,tablet,paid_search,72,1,0,0,1
S002906,C07996,2024-03-27 14:01:28,desktop,email,371,4,0,0,2
S039695,C00586,2024-03-27 14:34:18,mobile,social,204,2,0,0,0
S025068,C09268,2024-03-27 14:52:02,tablet,organic,155,2,1,0,3
S033807,C03476,2024-03-27 15:04:05,mobile,organic,112,2,0,0,1
S011657,C01171,2024-03-27 15:23:23,mobile,paid_search,123,1,0,0,0
S067911,C04380,2024-03-27 15:38:55,desktop,direct,74,1,0,0,2
S021720,C07342,2024-03-27 16:06:48,mobile,organic,116,1,0,0,0
S074156,C00495,2024-03-27 16:28:22,tablet,direct,1804,44,0,0,0
S020117,C00947,2024-03-27 17:14:21,mobile,social,268,3,0,0,0
S051349,C09403,2024-03-27 17:17:43,desktop,paid_search,491,8,0,0,0
S011091,C07681,2024-03-27 17:37:12,tablet,direct,849,12,0,0,0
S006270,C08701,2024-03-27 18:42:44,tablet,social,193,5,1,0,5
S054399,C06108,2024-03-27 19:02:42,mobile,organic,138,3,0,0,0
S012448,C03180,2024-03-27 19:09:36,desktop,social,697,8,1,0,1
S078765,C04636,2024-03-27 19:18:25,desktop,email,797,13,0,0,1
S052811,C03310,2024-03-27 19:24:35,mobile,paid_search,273,3,0,0,0
S044764,C07128,2024-03-27 19:34:41,tablet,email,584,7,1,0,3
S066905,C08376,2024-03-27 19:37:43,mobile,organic,558,7,0,0,2
S070018,C07590,2024-03-27 19:50:01,mobile,organic,143,2,0,0,2
S005731,C04132,2024-03-27 20:02:10,mobile,organic,709,11,0,0,2
S065346,C09257,2024-03-27 20:30:16,tablet,direct,854,13,1,0,1
S047213,C04580,2024-03-27 20:54:15,tablet,social,33,1,0,0,0
S050636,C06074,2024-03-27 21:07:56,desktop,email,31,1,0,0,1
S064333,C09599,2024-03-27 21:19:49,desktop,email,109,2,0,0,0
S052842,C01069,2024-03-27 21:21:55,tablet,direct,251,3,0,0,0
S021764,C08682,2024-03-27 21:40:25,tablet,direct,267,6,0,0,0
S029947,C03321,2024-03-27 21:52:52,mobile,organic,299,5,0,0,0
S010665,C03035,2024-03-27 22:00:49,desktop,social,20,1,0,1,0
S033151,C03667,2024-03-27 22:02:41,mobile,paid_search,243,4,0,0,2
S032149,C03957,2024-03-27 22:26:54,desktop,referral,1666,41,0,0,2
S052142,C00712,2024-03-27 23:32:11,desktop,referral,897,10,0,0,2
S022329,C06517,2024-03-27 23:32:18,desktop,organic,66,1,0,0,0
S014620,C07331,2024-03-27 23:56:07,desktop,social,265,3,0,0,0
S013871,C09342,2024-03-27 23:56:37,desktop,organic,1032,16,0,0,0
S056694,C08044,2024-03-28 00:00:45,mobile,direct,21,1,0,1,0
S050429,C03881,2024-03-28 00:52:54,tablet,organic,627,8,0,0,2
S022451,C00865,2024-03-28 01:05:33,desktop,direct,350,5,0,0,2
S022917,C08894,2024-03-28 01:30:50,desktop,social,218,5,0,0,1
S060361,C08728,2024-03-28 02:01:19,tablet,direct,33,1,0,0,0
S039240,C05806,2024-03-28 02:05:24,mobile,direct,110,3,0,0,0
S001777,C00772,2024-03-28 02:12:30,mobile,direct,128,2,0,0,2
S006228,C00133,2024-03-28 02:19:27,desktop,social,472,13,0,0,0
S032139,C05767,2024-03-28 02:31:54,mobile,paid_search,246,3,0,0,2
S067410,C04023,2024-03-28 02:39:15,tablet,paid_search,287,3,0,0,2
S076647,C09957,2024-03-28 02:46:40,desktop,organic,178,4,0,0,0
S012240,C06809,2024-03-28 03:05:55,desktop,email,841,24,0,0,0
S075951,C08372,2024-03-28 03:08:54,tablet,referral,34,1,0,0,0
S045414,C06534,2024-03-28 03:24:30,mobile,email,593,9,1,0,4
S057360,C05605,2024-03-28 03:26:27,mobile,referral,503,16,0,0,0
S034406,C09641,2024-03-28 03:37:02,mobile,referral,53,1,1,0,4
S042842,C00024,2024-03-28 03:58:42,desktop,paid_search,164,1,0,0,0
S074330,C05296,2024-03-28 04:23:47,mobile,direct,16,1,0,1,2
S077141,C06205,2024-03-28 04:30:43,mobile,direct,121,1,0,0,0
S063697,C06125,2024-03-28 04:38:37,tablet,email,193,3,0,0,0
S047410,C02812,2024-03-28 05:16:03,mobile,referral,544,12,0,0,1
S051991,C00035,2024-03-28 05:18:46,desktop,organic,254,4,0,0,1
S011833,C04242,2024-03-28 05:26:41,mobile,referral,62,1,0,0,0
S073440,C01458,2024-03-28 05:50:10,mobile,organic,285,8,1,0,2
S058426,C08582,2024-03-28 06:29:53,desktop,social,59,1,0,0,0
S064370,C09692,2024-03-28 06:31:39,tablet,social,605,6,0,0,1
S032254,C04426,2024-03-28 06:33:00,desktop,direct,284,5,0,0,2
S061502,C09027,2024-03-28 06:36:58,mobile,email,10,1,0,1,2
S047741,C00354,2024-03-28 06:52:42,mobile,organic,244,3,1,0,3
S030819,C09386,2024-03-28 06:54:41,desktop,organic,580,12,0,0,0
S020638,C02306,2024-03-28 07:05:44,mobile,organic,10,1,0,1,2
S009452,C02371,2024-03-28 07:23:00,mobile,organic,544,10,0,0,0
S012155,C01246,2024-03-28 07:30:26,tablet,email,10,1,1,1,1
S006154,C07838,2024-03-28 07:33:58,tablet,social,755,23,0,0,0
S019562,C06534,2024-03-28 07:34:41,mobile,direct,201,4,0,0,1
S031847,C08054,2024-03-28 07:42:04,desktop,paid_search,379,9,1,0,3
S021663,C04951,2024-03-28 07:54:41,tablet,social,590,6,0,0,0
S018823,C05543,2024-03-28 07:55:06,mobile,direct,172,2,0,0,0
S052529,C09970,2024-03-28 08:01:35,desktop,social,820,19,0,0,0
S043814,C02581,2024-03-28 08:52:20,mobile,email,105,1,0,0,0
S008739,C04928,2024-03-28 08:58:52,desktop,referral,271,6,0,0,0
S076058,C03693,2024-03-28 09:08:59,mobile,referral,29,1,0,1,0
S002284,C09998,2024-03-28 09:17:53,desktop,organic,147,1,0,0,0
S019093,C03201,2024-03-28 09:19:36,desktop,direct,1978,22,0,0,0
S029748,C06029,2024-03-28 09:33:16,tablet,email,168,3,0,0,0
S074436,C00505,2024-03-28 09:36:26,mobile,paid_search,802,15,0,0,0
S037640,C02432,2024-03-28 09:36:41,mobile,paid_search,10,1,0,1,0
S023843,C02899,2024-03-28 09:52:59,mobile,organic,274,4,0,0,0
S015218,C07018,2024-03-28 09:56:56,desktop,email,688,14,0,0,0
S061105,C03824,2024-03-28 10:22:42,desktop,organic,204,2,0,0,0
S002516,C06994,2024-03-28 10:33:27,desktop,email,20,1,1,1,3
S000406,C02220,2024-03-28 10:42:54,desktop,email,209,3,0,0,0
S044792,C06543,2024-03-28 10:49:53,desktop,email,82,1,0,0,2
S008295,C01409,2024-03-28 10:49:56,tablet,organic,324,4,0,0,0
S016583,C09686,2024-03-28 10:59:58,desktop,email,878,24,0,0,1
S039907,C06805,2024-03-28 11:05:27,tablet,paid_search,1417,25,0,0,2
S021182,C03210,2024-03-28 11:27:19,tablet,referral,1006,14,0,0,0
S036890,C00798,2024-03-28 11:55:04,mobile,organic,914,15,0,0,2
S070369,C00911,2024-03-28 11:59:04,mobile,direct,427,5,0,0,1
S053030,C01947,2024-03-28 12:12:39,mobile,social,93,1,0,0,1
S057764,C09478,2024-03-28 12:16:07,tablet,direct,84,1,0,0,0
S018538,C01399,2024-03-28 12:23:27,mobile,direct,72,1,1,0,1
S006040,C00912,2024-03-28 12:25:32,mobile,referral,292,8,0,0,2
S047700,C09297,2024-03-28 12:26:17,tablet,social,1091,23,0,0,0
S070184,C01319,2024-03-28 12:26:28,mobile,referral,280,6,0,0,2
S062353,C08755,2024-03-28 12:30:51,desktop,organic,773,9,0,0,0
S015913,C08981,2024-03-28 12:36:29,tablet,organic,305,7,0,0,2
S077408,C04905,2024-03-28 12:49:43,desktop,social,129,2,0,0,1
S009517,C09060,2024-03-28 13:08:07,mobile,email,414,8,0,0,0
S065377,C07499,2024-03-28 13:35:53,desktop,organic,198,3,0,0,0
S041590,C07726,2024-03-28 14:06:20,mobile,organic,31,1,0,0,1
S051394,C02229,2024-03-28 14:52:31,desktop,paid_search,1179,19,0,0,2
S064652,C02305,2024-03-28 14:57:34,desktop,paid_search,142,3,0,0,1
S054686,C08606,2024-03-28 15:25:05,mobile,social,64,1,0,0,0
S030706,C07053,2024-03-28 15:30:51,mobile,direct,290,4,0,0,0
S032468,C00334,2024-03-28 15:50:58,desktop,social,357,4,0,0,0
S069916,C09819,2024-03-28 16:04:06,desktop,direct,332,3,0,0,0
S030711,C05143,2024-03-28 16:37:45,desktop,email,393,10,0,0,0
S047342,C04832,2024-03-28 16:38:33,desktop,direct,608,8,0,0,0
S019554,C01850,2024-03-28 17:01:00,mobile,social,10,1,0,1,0
S048973,C02776,2024-03-28 17:04:01,mobile,direct,70,1,0,0,0
S055349,C02714,2024-03-28 17:23:12,mobile,social,217,3,0,0,1
S056206,C01277,2024-03-28 17:36:47,desktop,social,92,1,0,0,0
S034136,C02308,2024-03-28 18:04:47,mobile,referral,389,4,0,0,0
S056885,C06369,2024-03-28 18:18:59,desktop,paid_search,115,1,0,0,0
S035014,C07534,2024-03-28 18:19:58,desktop,paid_search,637,12,0,0,0
S015801,C01954,2024-03-28 18:29:21,mobile,email,819,12,0,0,1
S041214,C06007,2024-03-28 19:07:54,mobile,social,259,3,0,0,2
S026948,C00320,2024-03-28 19:09:53,desktop,direct,330,6,0,0,0
S026571,C08345,2024-03-28 19:11:19,tablet,paid_search,130,3,0,0,1
S044522,C06021,2024-03-28 19:36:03,mobile,paid_search,1093,15,0,0,2
S000644,C06309,2024-03-28 19:47:42,mobile,organic,256,4,0,0,0
S068505,C02271,2024-03-28 20:10:56,desktop,referral,10,1,0,1,0
S047576,C00647,2024-03-28 20:17:16,mobile,paid_search,348,5,1,0,5
S016158,C00053,2024-03-28 20:57:50,desktop,direct,1377,38,0,0,0
S078078,C00950,2024-03-28 21:09:57,mobile,organic,208,3,0,0,1
S068185,C02765,2024-03-28 21:12:34,mobile,direct,203,3,1,0,5
S042183,C08814,2024-03-28 21:16:23,tablet,paid_search,365,4,1,0,3
S066976,C09628,2024-03-28 21:24:55,mobile,paid_search,354,9,0,0,0
S053650,C05572,2024-03-28 21:43:13,mobile,paid_search,10,1,0,1,0
S000171,C05117,2024-03-28 22:29:56,desktop,referral,87,1,0,0,2
S070495,C09366,2024-03-28 22:40:17,mobile,paid_search,10,1,0,1,0
S005921,C00507,2024-03-28 22:49:47,mobile,email,146,3,0,0,0
S024250,C04009,2024-03-28 23:05:42,mobile,direct,25,1,0,1,0
S067563,C09033,2024-03-28 23:11:37,mobile,organic,1125,35,0,0,1
S027979,C02201,2024-03-28 23:56:27,mobile,referral,496,11,0,0,0
S030544,C03489,2024-03-28 23:59:18,desktop,organic,165,4,0,0,0
S077316,C02286,2024-03-29 00:06:28,mobile,paid_search,702,9,0,0,2
S045279,C02467,2024-03-29 00:13:07,mobile,paid_search,93,2,0,0,0
S076018,C03485,2024-03-29 00:23:37,mobile,organic,440,13,0,0,0
S022335,C05425,2024-03-29 00:23:41,mobile,direct,145,3,0,0,1
S040389,C08043,2024-03-29 00:29:48,tablet,paid_search,354,4,0,0,1
S012527,C01719,2024-03-29 00:32:39,mobile,direct,345,4,1,0,1
S044093,C07485,2024-03-29 00:41:41,tablet,organic,91,2,1,0,2
S062877,C05103,2024-03-29 00:44:37,tablet,organic,537,6,0,0,2
S019795,C07922,2024-03-29 01:37:36,mobile,organic,429,5,0,0,2
S032471,C08683,2024-03-29 01:38:31,desktop,direct,1211,33,0,0,0
S021154,C02904,2024-03-29 02:19:56,mobile,referral,10,1,0,1,2
S029929,C01496,2024-03-29 02:47:20,desktop,social,377,12,0,0,0
S033365,C08717,2024-03-29 02:57:35,mobile,organic,105,1,0,0,0
S003048,C05503,2024-03-29 03:04:01,desktop,organic,377,8,0,0,0
S053523,C01547,2024-03-29 03:04:27,desktop,email,142,1,0,0,0
S069578,C01869,2024-03-29 03:08:55,desktop,social,143,2,0,0,0
S001890,C09627,2024-03-29 03:27:24,mobile,organic,121,3,0,0,1
S079462,C01478,2024-03-29 03:42:14,mobile,organic,94,1,0,0,1
S073796,C05554,2024-03-29 03:45:34,desktop,organic,237,3,0,0,2
S063245,C05760,2024-03-29 04:07:41,mobile,email,156,1,0,0,2
S006767,C02088,2024-03-29 04:09:39,desktop,organic,701,22,0,0,0
S052601,C04253,2024-03-29 04:13:20,desktop,social,10,1,0,1,0
S028522,C04501,2024-03-29 04:38:50,desktop,direct,129,2,0,0,0
S007247,C02332,2024-03-29 04:43:10,desktop,paid_search,249,4,0,0,0
S033392,C05111,2024-03-29 05:01:08,mobile,organic,449,8,0,0,0
S077028,C03665,2024-03-29 05:19:01,mobile,email,154,3,1,0,2
S069708,C03925,2024-03-29 05:25:35,desktop,paid_search,1932,37,0,0,0
S045932,C01916,2024-03-29 05:34:08,mobile,paid_search,125,1,1,0,1
S011159,C07950,2024-03-29 06:15:34,mobile,email,387,7,0,0,2
S019222,C05866,2024-03-29 06:16:18,desktop,referral,360,7,0,0,2
S046169,C00511,2024-03-29 06:21:57,mobile,direct,57,1,0,0,2
S023964,C08999,2024-03-29 06:27:04,tablet,email,213,4,0,0,2
S047152,C01142,2024-03-29 06:42:01,tablet,social,151,3,0,0,0
S073584,C07292,2024-03-29 07:08:23,tablet,organic,41,1,0,0,1
S001603,C08766,2024-03-29 07:09:01,mobile,organic,1154,18,0,0,2
S070678,C05207,2024-03-29 07:29:49,desktop,social,277,3,0,0,0
S067947,C04443,2024-03-29 07:33:51,mobile,paid_search,464,6,0,0,0
S042055,C09179,2024-03-29 07:40:16,mobile,organic,163,2,0,0,1
S019748,C07056,2024-03-29 08:02:33,desktop,social,537,6,0,0,2
S013844,C02577,2024-03-29 08:06:24,mobile,organic,139,2,0,0,1
S068281,C00857,2024-03-29 08:06:56,mobile,direct,320,5,1,0,4
S011518,C07192,2024-03-29 08:23:14,desktop,direct,206,6,0,0,0
S031904,C01920,2024-03-29 08:24:11,mobile,organic,345,3,0,0,1
S069107,C09969,2024-03-29 08:26:29,mobile,referral,81,1,0,0,2
S024376,C09190,2024-03-29 08:26:49,mobile,email,37,1,0,0,0
S073822,C05800,2024-03-29 08:37:36,desktop,organic,1243,14,0,0,1
S031071,C06931,2024-03-29 08:47:14,mobile,email,74,2,0,0,0
S048593,C00686,2024-03-29 08:58:49,desktop,organic,241,4,0,0,0
S061314,C09368,2024-03-29 09:01:47,desktop,organic,623,17,0,0,0
S068704,C00252,2024-03-29 09:24:57,desktop,social,818,15,0,0,1
S021747,C04137,2024-03-29 09:41:25,desktop,organic,870,13,0,0,1
S008067,C01265,2024-03-29 09:52:49,mobile,paid_search,1049,19,0,0,0
S037448,C09891,2024-03-29 10:09:22,tablet,social,954,26,0,0,1
S070543,C03090,2024-03-29 10:19:58,desktop,organic,14,1,0,1,0
S058985,C07299,2024-03-29 10:29:01,mobile,organic,578,8,0,0,0
S000958,C02105,2024-03-29 11:06:49,mobile,email,75,1,0,0,0
S043667,C08838,2024-03-29 11:18:47,desktop,paid_search,55,1,0,0,0
S060420,C00389,2024-03-29 11:40:42,desktop,paid_search,1573,18,0,0,0
S000981,C07082,2024-03-29 11:48:25,desktop,organic,61,1,0,0,0
S032889,C00662,2024-03-29 12:26:03,desktop,organic,101,1,0,0,0
S062163,C07122,2024-03-29 12:33:01,desktop,email,315,3,0,0,2
S073018,C01079,2024-03-29 12:39:49,tablet,paid_search,267,6,0,0,2
S014338,C07516,2024-03-29 12:53:40,mobile,paid_search,504,13,0,0,2
S072479,C01043,2024-03-29 13:35:38,mobile,organic,340,4,1,0,3
S020408,C00906,2024-03-29 13:56:49,desktop,email,390,8,0,0,0
S017915,C00846,2024-03-29 14:07:31,desktop,email,373,8,0,0,1
S061440,C00852,2024-03-29 14:16:47,tablet,social,757,16,0,0,0
S037306,C07140,2024-03-29 14:21:08,mobile,paid_search,183,3,0,0,0
S021394,C06573,2024-03-29 14:29:15,mobile,email,346,6,0,0,0
S040323,C00381,2024-03-29 14:42:25,tablet,organic,42,1,0,0,0
S006246,C00660,2024-03-29 15:08:11,mobile,direct,14,1,0,1,0
S076856,C09924,2024-03-29 15:16:01,desktop,social,95,2,0,0,0
S024787,C08651,2024-03-29 15:37:57,mobile,organic,1194,26,0,0,0
S066042,C08410,2024-03-29 16:03:53,mobile,paid_search,52,1,0,0,1
S074494,C02617,2024-03-29 16:08:43,tablet,email,74,1,0,0,0
S074302,C05856,2024-03-29 16:08:47,desktop,email,339,4,0,0,1
S059392,C03862,2024-03-29 16:09:00,mobile,organic,85,2,0,0,2
S007591,C01553,2024-03-29 16:20:41,desktop,email,364,5,0,0,2
S036516,C03402,2024-03-29 16:33:40,mobile,email,163,2,0,0,1
S013678,C00462,2024-03-29 17:17:17,desktop,social,49,1,0,0,1
S048600,C08011,2024-03-29 17:29:40,mobile,organic,216,2,0,0,1
S041882,C07471,2024-03-29 17:32:14,tablet,social,436,6,0,0,0
S038114,C06557,2024-03-29 17:35:05,mobile,paid_search,132,2,0,0,0
S010944,C01826,2024-03-29 18:58:10,desktop,email,434,8,0,0,0
S025955,C01848,2024-03-29 19:08:04,mobile,organic,429,7,0,0,0
S006516,C09535,2024-03-29 19:10:31,desktop,paid_search,397,8,0,0,2
S005652,C09954,2024-03-29 19:15:30,mobile,social,322,5,1,0,2
S069216,C02049,2024-03-29 19:15:52,mobile,paid_search,44,1,0,0,0
S019187,C06674,2024-03-29 19:22:01,mobile,organic,301,3,0,0,0
S053231,C09367,2024-03-29 19:28:37,desktop,organic,720,8,0,0,0
S079830,C03361,2024-03-29 19:38:21,tablet,organic,365,4,0,0,0
S009131,C09363,2024-03-29 19:42:02,mobile,referral,10,1,0,1,2
S021675,C01736,2024-03-29 20:05:18,mobile,social,550,12,0,0,0
S030161,C00853,2024-03-29 20:16:01,mobile,organic,416,6,0,0,2
S056669,C04974,2024-03-29 20:24:09,tablet,social,496,8,0,0,0
S041131,C08124,2024-03-29 20:26:59,desktop,paid_search,13,1,0,1,2
S054961,C07080,2024-03-29 20:27:48,desktop,referral,619,11,0,0,2
S046512,C08740,2024-03-29 20:46:31,desktop,paid_search,125,2,0,0,1
S076422,C06893,2024-03-29 20:57:04,desktop,paid_search,143,3,0,0,0
S046399,C01319,2024-03-29 21:29:54,desktop,referral,275,5,0,0,0
S079384,C02518,2024-03-29 21:31:40,mobile,email,50,1,0,0,0
S054070,C08630,2024-03-29 21:52:37,desktop,paid_search,674,8,0,0,2
S043785,C05170,2024-03-29 21:54:59,desktop,paid_search,1165,15,0,0,0
S039969,C01886,2024-03-29 22:11:27,mobile,organic,328,5,0,0,0
S027814,C08570,2024-03-29 23:06:20,mobile,email,659,8,0,0,0
S060471,C01380,2024-03-29 23:07:05,desktop,paid_search,77,1,0,0,0
S008857,C09262,2024-03-29 23:17:09,desktop,paid_search,970,23,0,0,2
S076930,C06363,2024-03-29 23:20:30,tablet,paid_search,106,1,0,0,0
S008726,C03937,2024-03-29 23:44:23,tablet,social,191,5,0,0,0
S019088,C01012,2024-03-29 23:50:15,mobile,email,47,1,0,0,0
S079962,C02484,2024-03-29 23:55:19,mobile,organic,88,1,0,0,2
S073301,C09830,2024-03-30 00:02:56,mobile,referral,371,8,1,0,5
S054429,C08488,2024-03-30 00:42:19,mobile,organic,171,3,0,0,0
S067804,C00345,2024-03-30 00:45:38,desktop,paid_search,2484,30,0,0,0
S036091,C01702,2024-03-30 01:02:40,mobile,direct,578,7,0,0,0
S014223,C09370,2024-03-30 01:27:14,desktop,email,2066,28,0,0,2
S068110,C03011,2024-03-30 01:31:10,mobile,organic,658,17,0,0,2
S023730,C04947,2024-03-30 01:47:14,desktop,organic,180,5,0,0,0
S019624,C09838,2024-03-30 01:54:08,desktop,organic,1236,28,1,0,5
S060709,C02437,2024-03-30 02:08:28,desktop,organic,90,1,0,0,0
S000215,C02451,2024-03-30 02:55:53,mobile,organic,507,6,0,0,2
S037556,C03889,2024-03-30 02:56:52,mobile,paid_search,346,4,0,0,0
S042527,C09352,2024-03-30 03:30:57,mobile,social,36,1,0,0,2
S002832,C02454,2024-03-30 04:01:06,mobile,direct,204,4,0,0,0
S040416,C07803,2024-03-30 04:05:43,mobile,direct,122,2,0,0,0
S023914,C03075,2024-03-30 04:15:35,tablet,organic,144,3,0,0,0
S029124,C07498,2024-03-30 04:24:42,mobile,direct,290,8,0,0,0
S069544,C00895,2024-03-30 04:31:09,tablet,paid_search,298,5,1,0,2
S002493,C00779,2024-03-30 04:37:32,desktop,organic,267,4,0,0,0
S047721,C05672,2024-03-30 04:45:00,mobile,social,646,10,0,0,0
S056350,C06494,2024-03-30 05:09:28,desktop,referral,225,5,0,0,0
S049887,C06309,2024-03-30 05:11:12,desktop,direct,163,2,1,0,1
S003464,C04216,2024-03-30 06:03:47,desktop,email,212,5,0,0,2
S028923,C00989,2024-03-30 06:21:55,tablet,paid_search,293,9,0,0,0
S068584,C03578,2024-03-30 06:30:33,desktop,organic,1046,16,0,0,0
S054330,C06164,2024-03-30 06:32:47,mobile,organic,141,2,0,0,0
S073474,C05446,2024-03-30 06:40:53,desktop,social,673,8,0,0,0
S037912,C04012,2024-03-30 06:45:39,mobile,email,43,1,0,0,0
S037874,C00173,2024-03-30 06:53:33,desktop,social,770,18,0,0,1
S074447,C01388,2024-03-30 07:06:40,mobile,paid_search,91,1,0,0,0
S066524,C07280,2024-03-30 07:37:55,desktop,social,1049,19,0,0,1
S063175,C02949,2024-03-30 07:40:27,mobile,organic,22,1,0,1,0
S049370,C09267,2024-03-30 07:50:23,mobile,referral,493,5,0,0,2
S058912,C08458,2024-03-30 07:50:51,tablet,email,237,3,0,0,0
S054870,C01269,2024-03-30 08:02:36,desktop,organic,14,1,0,1,0
S032097,C01597,2024-03-30 08:06:35,mobile,organic,16,1,0,1,1
S030000,C03921,2024-03-30 08:13:37,desktop,referral,242,4,0,0,0
S052588,C09782,2024-03-30 08:28:03,mobile,social,71,2,0,0,1
S073094,C03706,2024-03-30 09:13:28,desktop,social,82,2,0,0,0
S012001,C01688,2024-03-30 09:29:26,mobile,organic,10,1,0,1,0
